10.812,11.556,10.008,13.21,9.968,9.6177,9.1043,11.293,9.4402,10.073,8.9207,11.077,9.3309,9.7581,10.059,8.8382,9.3313,9.2618,10.117,8.7597,8.4903,11.73,9.8636,9.3608,8.8721,9.0799,8.2869,9.4736,9.0592,10.375,10.322,9.8568,9.6684,9.6605,9.5806,9.841,9.0908,9.45,8.9855,8.5965,9.4081,9.2207,9.2303,8.7172,12.168,9.3001,9.309,9.3433,10.404,9.7193,8.4585,10.929,9.5912,8.7368,8.5491,10.973,8.6239,10.715,10.128,9.2388,9.7275,11.704,10.265,9.2749,9.2373,8.9547,10.887,10.163,9.8965,10.484,10.273,10.445,11.714,11.615,10.356,11.714,12.532,11.977,11.529,10.218,10.28,11.707,12.68,12.587,9.7178,9.5322,13.717,8.7051,12.139,8.448,10.407,11.777,9.2252,10.048,10.149,10.664,10.308,9.5704,12.537,10.415,12.469,11.674,9.3376,8.9266,9.9696,10.567,10.302,12.003,9.5844,10.223,12.491,8.5395,9.4329,11.854,10.222,11.862,9.3091,10.11,9.4636,11.476,11.664,11.917,11.683,10.819,11.375,10.646,11.47,11.503,11.938,12.801,12.248,9.9402,11.101,11.588,9.2339,10.767,12.096,10.235,10.181,9.5126,11.435,9.9406,11.017,10.259,10.502,11.021,10.574,10.204,11.385,11.621,9.5839
9.5375,10.959,10.501,13.048,8.7436,9.9319,9.6066,8.873,9.0888,10.696,8.1829,8.9611,9.8539,8.2987,9.0514,9.1508,8.3038,9.0733,9.4892,8.1114,8.8899,11.412,9.2518,9.4958,7.935,8.4072,8.9852,8.0208,7.5219,8.2318,10.848,9.6903,8.5164,9.0051,10.342,8.222,9.9305,8.9251,8.4221,9.5755,9.0197,8.0848,8.4336,8.2214,8.0313,8.3443,8.4162,9.9946,7.977,8.808,8.5054,7.4737,8.9519,9.0234,8.3178,9.4554,8.0549,8.7676,8.4176,8.6404,7.5385,10.29,8.2365,9.6129,8.4506,9.2297,11.106,8.2683,9.4336,10.065,9.2934,10.337,10.656,11.415,10.979,12.564,12.87,10.864,8.845,9.3808,8.0742,8.0493,11.94,9.5503,9.4887,9.1351,12.239,7.9602,11.047,7.9494,11.392,11.688,7.8677,10.868,7.905,9.5191,11.076,8.3648,12.05,9.2016,10.448,11.099,9.1924,8.2002,9.4274,10.065,8.8215,12.423,9.0449,10.552,10.859,9.5027,10.64,9.6005,11.173,12.541,8.644,10.769,9.4315,11.784,11.612,12.564,12.219,9.8254,11.307,10.997,9.9521,12.632,12.085,12.367,12.296,8.4995,11.796,10.488,9.6793,10.398,12.554,11.584,9.08,9.964,12.561,7.8977,10.675,12.084,9.9565,10.753,9.4929,8.0377,7.7704,10.542,8.0606
7.8543,9.0351,8.1444,10.127,8.0515,7.7811,8.3091,9.1706,8.1473,8.0282,8.2053,8.3347,7.9979,8.1294,8.345,7.9049,7.8951,8.6455,8.1329,8.0834,8.0463,8.0837,8.4314,7.6627,7.9792,8.0174,9.0225,7.9226,8.5684,8.1412,10.669,8.3467,8.2939,8.1011,7.965,8.1449,8.1155,8.406,8.2396,8.0197,8.2351,8.2644,7.6817,8.1334,8.188,9.0522,8.7246,8.2534,8.201,8.2677,8.0634,10.137,8.2023,8.4749,7.9752,7.9609,7.9296,8.4715,7.9127,7.9165,7.9743,7.8065,8.1962,8.022,7.9068,8.08,8.9477,7.7518,8.3876,8.393,8.2637,8.7679,9.4409,8.899,9.6177,9.8422,10.253,8.7378,8.8174,8.1205,8.1855,9.683,8.3677,10.766,8.3031,7.9859,9.8131,8.2701,8.7834,7.9649,9.6163,9.6876,8.1093,8.9001,9.045,9.9166,8.759,9.2561,11.048,8.9004,8.4324,9.0969,8.3169,8.0641,10.442,8.2443,8.7181,11.135,8.1105,8.4162,9.4724,10.217,9.9325,8.0759,9.1093,9.6573,8.2859,8.3718,10.022,8.5277,9.351,10.773,10.643,8.5951,9.2578,8.4584,9.9178,11.245,10.345,9.3939,10.277,8.5714,8.8152,10.947,7.9813,7.7252,8.8371,8.7728,8.6066,8.715,8.0338,8.1211,7.9895,8.4231,8.0197,8.1422,8.3677,8.3336,8.5594,9.7796,8.0268
8.295,8.9151,8.6814,9.2108,7.6466,7.6094,8.3665,9.1941,7.6953,9.2216,7.1225,7.8542,7.6783,7.7989,8.8426,7.9096,7.4448,7.8891,8.1805,7.7003,7.442,7.4767,7.5177,7.9668,7.9615,7.8436,7.7001,7.9105,7.4379,7.6669,7.9305,7.565,7.4945,8.3855,7.5467,7.5867,7.9758,7.4736,7.5633,7.2471,7.6518,7.4926,7.967,7.8119,7.5664,7.3697,7.2237,8.5605,7.5361,8.8711,7.6754,7.7233,7.7323,7.3947,7.4217,8.0822,7.7795,7.3488,8.0109,7.54,7.7858,7.5394,7.4005,8.4662,7.8625,8.6878,8.0342,7.7145,7.9693,9.1256,8.0016,9.4843,9.106,9.8227,8.8305,9.0678,11.092,7.3491,9.4073,9.0902,7.9523,8.1153,8.7991,7.4535,8.0256,7.3274,8.8105,7.7897,8.3371,7.4638,8.8908,7.9432,7.7249,7.9246,7.5065,8.696,8.8212,7.3422,9.9964,8.6762,7.612,8.9534,8.9743,7.4903,9.0906,8.4735,7.6429,9.006,7.9434,7.5766,8.1575,7.971,9.5975,8.1909,7.9331,11.111,7.5161,8.4393,10.291,9.227,9.3867,7.8407,10.323,10.597,9.7,9.2877,9.5426,10.437,9.7031,8.9541,9.3886,7.8328,9.8605,9.2591,7.9049,7.7813,10.079,8.372,7.8884,7.6471,7.303,7.9127,7.5114,8.1287,7.4214,7.4671,8.4656,7.7264,8.0907,9.2998,7.1736
9.945,10.828,10.87,11.419,10.321,8.0345,8.3839,10.447,8.9502,8.8718,10.599,10.709,7.8882,10.094,10.64,9.5916,7.6708,10.027,9.8837,9.2154,7.7054,10.518,8.4317,9.2532,8.3995,10.805,9.2727,10.264,10.685,10.292,10.119,8.9941,8.8109,9.7921,7.8007,10.333,10.293,8.842,9.1274,7.7992,8.802,9.2209,9.4633,7.7788,10.1,9.2683,9.9475,9.4881,10.98,10.819,7.8863,10.938,10.71,11.12,9.4112,10.937,7.9925,11.291,10.045,9.1227,10.527,10.686,10.345,8.3618,7.6346,7.5357,11.215,11.067,10.421,11.02,10.494,10.217,10.869,10.581,10.721,10.349,11.428,10.651,10.489,9.2589,10.757,10.883,10.507,11.031,9.6982,10.385,9.0143,10.236,10.898,7.7072,11.168,11.124,10.398,9.2469,10.505,10.931,10.666,9.7597,11.153,8.4127,11.22,11.417,10.033,8.7791,9.8636,10.657,10.673,11.237,10.258,9.5318,10.789,9.1895,10.801,9.3869,10.297,10.741,9.3712,9.2975,11.086,9.672,10.652,10.97,10.802,10.625,10.516,11.227,10.591,11.076,11.115,10.239,11.128,10.037,10.38,11.667,10.252,10.484,11.089,9.7118,9.9297,10.587,10.7,11.527,11.436,10.54,10.958,10.476,11.183,10.27,10.452,10.469,9.75
8.8833,9.4424,9.5391,8.5436,8.4708,8.589,8.77,9.7714,8.8108,8.435,8.7172,8.5693,8.5609,8.4641,8.7557,8.8136,8.4564,8.4273,9.0214,8.4512,8.5967,10.027,8.8328,9.4444,8.7884,8.5794,8.6743,8.481,8.5392,8.6839,8.6833,8.6132,8.5027,9.202,8.8475,8.544,8.9366,8.526,8.65,8.4774,8.7984,8.6852,8.7104,8.5259,8.4331,8.5352,8.4023,8.8108,8.3621,8.5074,8.6598,8.6893,8.7191,8.609,8.4789,9.3036,8.6325,8.598,8.5392,8.7107,8.6122,9.2422,8.3938,8.4326,8.6077,8.6322,10.179,8.593,9.1154,8.8353,8.644,9.5054,10.245,8.6124,8.5695,11.532,10.253,8.5651,8.7251,8.997,8.7531,9.4418,8.916,10.044,8.7275,8.8576,8.5893,8.5674,10.013,8.5318,10.479,8.8642,8.4745,8.3376,9.4548,9.8785,8.7838,8.5828,11.069,9.0855,8.5063,9.5689,8.5754,8.4566,8.594,9.5491,8.8203,11.099,8.407,8.6156,9.0583,8.7679,9.2912,8.7702,9.2866,10.912,8.6434,11.199,9.1552,8.4252,10.068,10.748,10.239,8.4953,9.4853,10.546,10.287,10.66,11.001,11.687,11.623,8.6479,10.939,9.2216,8.7829,8.7345,10.229,9.0194,8.6994,8.528,8.5754,8.5429,9.2602,9.8703,8.4654,8.5479,10.946,8.4314,8.5363,10.17,8.4817
9.3892,9.8286,9.3237,10.463,8.6041,8.775,9.2969,9.7417,9.0318,10.027,8.2431,8.8335,9.6629,8.3904,8.3992,8.9824,8.7024,9.0941,9.1238,8.424,8.5169,10.59,9.1749,8.9374,9.0211,8.8482,8.7736,8.5381,8.574,9.17,9.4731,8.4918,8.3575,9.4499,8.9594,9.2945,9.1854,8.7772,8.9395,9.0852,9.0094,8.5512,8.9068,8.8744,8.6022,8.9075,8.5147,9.4529,8.4354,8.8188,9.3301,9.2985,8.6915,8.8686,8.5972,8.8888,8.852,8.7579,8.6812,8.134,8.7764,9.4999,8.8315,8.7364,10.267,8.8922,10.54,8.5677,9.1825,8.8012,8.8724,9.4015,10.08,9.4155,8.9076,11.065,10.036,8.8645,9.982,9.1739,8.7001,10.666,10.184,11.395,8.6656,8.6054,9.9088,8.8129,9.5325,8.8304,10.109,9.5053,8.5581,8.8378,9.0619,9.8621,9.2546,8.7296,10.962,9.8164,8.7268,10.105,8.5127,8.9154,9.3798,9.0407,8.8955,10.628,8.8437,9.0611,9.4143,9.6993,10.293,8.872,9.6381,10.735,8.7896,9.9043,10.277,9.5458,10.346,10.483,10.669,8.9998,9.0946,9.5219,9.8723,11.064,10.705,10.569,10.742,9.405,10.72,9.7828,9.1291,9.1524,10.292,9.9549,8.871,9.5813,8.5932,8.7298,8.9449,9.9573,9.2342,8.8821,9.7354,8.8522,9.0893,10.421,8.4528
9.5449,11.971,10.589,10.252,9.9299,8.501,9.0406,9.3943,9.7149,11.36,10.172,9.9006,8.7329,8.5585,9.5552,9.8084,8.4554,9.0295,9.2598,8.6413,8.8834,12.761,9.3473,9.5013,8.7648,8.456,8.9198,8.6535,8.7987,9.7501,9.8075,9.3455,8.9102,9.8774,8.7057,8.7213,9.7286,8.7901,9.0749,9.2937,8.6846,8.7215,9.0809,8.5332,8.7741,8.7187,9.927,9.8153,8.5596,9.1849,8.9004,10.946,9.2132,10.28,8.5985,9.7292,8.6572,10.603,8.7468,9.0693,8.8005,11.165,9.1432,9.5351,8.4526,8.6433,12.385,8.401,10.003,9.9624,9.2776,10.768,11.752,8.84,9.8656,11.317,12.042,9.3687,9.9242,9.3291,8.464,9.8094,11.408,10.527,8.8198,9.833,9.3919,9.0354,9.8339,8.7922,11.911,10.995,9.0964,9.2973,9.529,9.8216,9.8379,9.4502,9.751,9.4859,11.14,12.061,9.2573,8.8908,10.427,9.6095,9.4719,11.901,9.1901,9.3926,9.649,10.622,11.632,8.8126,11.681,12.453,8.9857,10.661,9.4349,10.005,11.33,12.029,11.885,9.6678,11.047,11.59,10.208,12.272,11.993,10.657,12.843,9.6406,10.732,9.5605,8.7321,9.6755,11.719,9.8414,9.983,11.357,8.737,8.863,9.9272,12.649,10.046,9.916,11.095,9.5634,9.8364,10.943,10.78
8.3726,8.6417,8.7171,8.6337,8.7343,8.4122,8.6171,8.1068,8.7249,8.5922,8.5126,8.4947,8.4492,8.4145,8.4695,8.8891,8.5163,8.4295,8.7095,8.5127,8.58,8.7156,8.3435,8.5728,8.4759,8.5338,8.4089,8.1925,8.2485,8.4449,8.9862,8.499,8.5461,8.6514,8.5972,8.8186,8.8135,8.9066,8.6165,8.2906,8.3207,8.5127,8.5113,8.4349,8.5411,8.6444,8.6374,8.5534,8.4261,8.4109,8.418,8.4871,8.4675,8.5708,8.2696,8.6593,8.3954,8.6245,8.6815,8.5097,8.3167,8.5087,8.2754,8.8021,8.4839,8.822,9.0689,8.6155,8.7814,8.831,8.5484,8.7728,8.8491,8.4872,8.8117,8.626,8.7066,8.5071,8.8593,8.6619,8.7634,8.5201,9.1127,8.4984,8.5577,8.5972,8.905,8.5615,8.4861,8.3172,8.7097,8.5432,8.6427,8.5437,8.5673,8.6431,8.5536,8.8685,8.615,8.526,8.9034,8.6812,8.6603,8.4944,8.7483,8.4066,8.9201,8.8083,8.8555,8.4884,8.3818,8.3043,8.8512,8.4588,8.5718,8.832,8.4555,8.6989,8.7393,8.5995,8.9307,8.6786,8.8408,8.6526,8.8162,8.9644,8.864,9.0104,8.7463,8.4013,8.9014,8.5824,8.8265,8.6259,8.3935,8.5295,8.7124,8.8283,8.6015,8.9611,8.9889,8.5712,8.981,8.8133,8.4695,8.4103,8.7156,8.7334,8.4013,8.5802,8.6842
8.5015,9.7758,9.3791,8.0683,8.4544,7.7521,8.5228,9.1654,8.4358,7.9118,9.0391,8.8049,8.1066,8.804,8.6721,8.4128,7.9246,8.8281,8.9334,8.6009,8.3484,8.6655,8.6855,8.3013,7.9198,8.1153,8.5507,9.1389,8.6674,8.9727,9.1303,8.0834,8.8557,8.4038,7.8888,7.9184,8.8212,8.7178,8.0922,7.8812,7.9699,8.2972,8.5301,7.9669,9.2195,9.1187,8.0807,9.1357,8.647,8.5118,8.0144,8.6612,8.8624,8.3196,8.1148,8.9513,8.1021,9.2709,8.8409,7.7749,8.7861,8.9695,8.5249,8.4955,8.0236,8.0341,9.3288,9.0218,9.1898,8.1165,9.4883,8.9527,9.0707,9.0028,9.9357,9.3561,9.868,9.489,8.5996,7.7506,8.8469,9.7654,8.9231,9.8584,8.822,8.9215,8.826,8.3309,9.2793,8.0123,9.2676,9.2148,8.906,8.7776,9.4671,9.4279,9.1552,8.894,9.9394,8.1977,9.3031,9.3695,8.3274,8.3456,9.018,8.859,8.1195,10.247,8.1812,7.9458,9.043,8.4358,9.8448,8.748,9.3913,9.7108,8.5205,8.901,9.6663,8.5546,9.3139,9.1709,9.4828,8.3106,8.8903,8.8508,8.9889,9.8395,9.7437,9.1888,9.7187,8.2941,9.1181,8.5715,8.1585,9.0931,9.3379,8.2627,8.957,9.1241,9.0734,9.2574,8.7945,8.9292,8.3826,7.9317,8.8662,8.214,8.7652,8.9637,8.0853
